##用于轻量化提示，使用自定义按键上屏，键不得重码，需标明类型，用中文符号冒号分割，表情：😲	aa，将上屏 😲
一简：起	q
翻译：n.取得;捕获;售得金额 a.迷人的;可爱的;会传染的	taking
翻译：n.猎狗的一种	Talbot
翻译：n.滑石;云母 vt.用滑石粉擦;用滑石粉处理	talc
翻译：n.滑石	talcum
翻译：n.谎言;谣言;蜚语;故事;传说;叙述	tale
翻译：n.说小话的人;搬弄是非者;散播谣言者	talebearer
翻译：n.说小话;散布谣言	talebearing
翻译：n.才能;有才干的人;天才;天资	talent
翻译：a.无能的	talentless
翻译：n.候补陪审员召集令	tales
翻译：n.候补陪审员	talesman
翻译：n.讲故事;搬弄是非	taletelling
翻译：n.候补陪审员	talisman
翻译：n.谈话;交谈;会谈;讲话;演讲;空谈;谣言;方言;语言 vi.讲话;演讲;说话;谈话;通话;闲聊;说闲话 vt.讲;说;讨论;谈论	talk
翻译：a.喜欢说话的;饶舌的;多嘴的	talkative
翻译：n.说话的人;健谈者;饶舌者;空谈者	talker
翻译：n.有声电影	talkie
翻译：a.说话的;多嘴的;富有表情的 n.讲话;谈论	talking
翻译：a.多嘴的;多对话的	talky
翻译：a.高的;长的;夸大的 ad.夸大地	tall
翻译：n.高脚橱;双层衣橱	tallboy
翻译：adj.最高	tallest
翻译：a.稍高的;身材较高的	tallish
翻译：n.高;高度	tallness
翻译：n.牛脂;动物脂 vt.涂牛脂于	tallow
翻译：n.符木;记账;得分;比分;计数器;标签;符合;对应物 vt.点数;计算;记录;加标签于;使符合 vi.符合;吻合;记分	tally
翻译：n.犹太法典	Talmud
翻译：a.犹太法典的	Talmudic
翻译：n.犹太法典编著者	Talmudist
翻译：n.爪;如爪的手;魔爪;鸽胸雕花	talon
翻译：n.钩爪	talons
翻译：n.距骨;踝;斜面	talus
翻译：a.可驯服的	tamable
翻译：n.墨西哥烹调之一种	tamale
翻译：n.落叶松之一种	tamarack
翻译：n.罗望子;其果实	tamarind
翻译：n.撑柳	tamarisk
翻译：n.鼓;绷圈 vt.在绷圈上刺绣 vi.用绷圈刺绣	tambour
翻译：n.法国南部所用的一种鼓;用此种鼓的舞蹈	tambourin
翻译：n.小手鼓	tambourine
翻译：a.驯服的;柔顺的;被开垦的;顺从的;乏味的;平淡的 vt.驯养;驯服;制服;使变得平淡 vi.变得驯服	tame
翻译：a.可驯服的	tameable
翻译：ad.驯熟地;温顺地;没有骨气地	tamely
翻译：n.驯熟;温顺;无气力	tameness
翻译：n.驯服手	tamer
翻译：n.帖木儿	Tamerlane
翻译：n.坦幕尼派	Tammany
翻译：vt.用粘土填塞;捣固;夯实 n.捣棒;夯	tamp
翻译：vi.干预;玩弄;贿赂;损害;削弱;窜改 vt.窜改 n.捣棒;夯;填塞者	tamper
翻译：n.填塞;填塞物;捣固	tamping
翻译：n.木塞子;炮栓;风琴管上端的塞子	tampion
翻译：n.棉球;止血栓;止血棉塞 vt.放棉塞于	tampon
翻译：n.鞣制革;黄褐色;马戏团 a.黄褐色的;鞣皮的 vi.晒黑;制革 vt.鞣;把...晒黑;狠狠鞭打	tan
翻译：n.学	tanager
翻译：n.鞣制革	tanbark
翻译：ad.前后直排地;纵排地 a.纵排的;串联的 n.前后纵排的两匹马或马车;双座脚踏车	tandem
翻译：n.强烈的味道;柄脚;特殊的香味;特性;气息;当的一声;一种海藻 vt.装刀柄于;使发气味;使发出当的一声 vi.发出当的一声	tang
翻译：n.坦干伊克	Tanganyika
翻译：n.接触	tangency
翻译：a.接触的;切线的;相切的;离题的 n.切线;正切	tangent
翻译：a.切线的;相切的;正切的;离题的;扯远的;肤浅的	tangential
翻译：n.橘子	tangerine
翻译：n.可触知;可触觉;确实	tangibility
翻译：n.有形资产 a.实体的;明白的;有形的;明确的	tangible
翻译：ad.可触知地;明白地	tangibly
翻译：n.缠结;纠缠;困惑;纠纷;混乱 vt.使缠结;使纠缠 vi.缠结;被纠缠	tangle
翻译：a.缠结的;纠缠的;混乱的	tangly
翻译：n.探戈舞;其舞曲 vi.跳探戈舞	tango
翻译：n.七巧板	tangram
翻译：a.强烈的;扑鼻的	tangy
翻译：n.大容器;大水槽;箱;柜;罐;池塘;储水池;坦克 vt.储于槽中	tank
翻译：n.贮于槽中;桶槽租费;桶槽容量	tankage
翻译：n.大啤酒杯;一大杯之量	tankard
翻译：n.满槽	tankful
翻译：a.可鞣制的	tannable
翻译：n.制革工人;硝皮匠;六便士	tanner
翻译：n.制革厂;硝皮厂	tannery
翻译：a.丹宁的;得自鞣革的	tannic
翻译：n.单宁酸	tannin
翻译：n.硝皮;制革法;晒成褐色	tanning
翻译：n.扩音器之一种;其商标名	tannoy
翻译：n.艾菊	tansy
翻译：vt.逗弄;使干着急	tantalise
翻译：a.难熬的;干着急的;使向往的	tantalising
翻译：n.逗弄;使干着急	tantalization
翻译：vt.逗弄;使干着急	tantalize
翻译：a.难熬的;干着急的;使向往的	tantalizing
翻译：n.金属元素;符号Ta;原子序83	tantalum
翻译：a.同等的;相等的;相当于...的	tantamount
翻译：n.喇叭的声响声	tantara
翻译：n.疾驱;突进;快跑;狩猎时指示快追的喊声 a.疾速的;快的 ad.疾速地 vi.急奔	tantivy
翻译：n.发脾气;发怒	tantrum
翻译：n.硝皮厂;制革厂	tanyard
翻译：n.坦桑尼亚	Tanzania
翻译：n.道	Tao
翻译：n.道教	Taoism
翻译：n.轻打;水龙头 vt.轻打;轻敲;敲打出;选择;装上嘴子;使流出;开发;召集;分接;攻螺纹于;要求 vi.轻叩;轻拍;轻声走	tap
翻译：n.录音带;磁带;带子;窄带;卷尺 vt.以带子绑起;测量;录音	tape
翻译：adj.录音的	taped
翻译：n.卷尺	tapeline
翻译：n.小腊烛;尖细;渐弱;锥形;圆锥 a.尖细的;分等级的 vi. vt.(使)逐渐变小;(使)逐渐减少	taper
翻译：a.尖端细的	tapering
翻译：a.饰挂绣帷的;织在绣帷上的	tapestried
翻译：n.挂毯 vt.饰以织锦画	tapestry
翻译：n.绦虫	tapeworm
翻译：n.塞孔;出铁口	taphole
翻译：ing.录音	taping
翻译：n.树薯粉	tapioca
翻译：n.貘	tapir
翻译：n.轻敲者;电报键	tapper
翻译：n.梃杆;凸子	tappet
翻译：ing.轻拍	tapping
翻译：n.酒吧	taproom
翻译：n.主根;直根	taproot
翻译：n.酒吧的酒保	tapster
翻译：n.焦油;柏油;水手 vt.涂以焦油;怂恿 a.焦油的	tar
翻译：n.毒蜘蛛之一种	tarantula
翻译：n.土耳其帽	tarboosh
翻译：n.焦油毛刷	tarbrush
翻译：a.缓步类的;缓慢的 n.缓步类动物	tardigrade
翻译：ad.缓慢地;慢慢地;迟延地	tardily
翻译：n.慢;缓慢;迟延	tardiness
翻译：a.慢的;迟钝的;迟到的;勉强的;拖拉的;迟的	tardy
翻译：n.野碗豆;毒麦;皮重 vt.称皮重	tare
翻译：n.目标;靶子;指标 vt.对准;订指标	target
翻译：n.关税;关税表;价格表;收费表 vt.课以关税	tariff
翻译：n.柏油路材料;由其铺成之道路	tarmacadam
翻译：n.小湖	tarn
翻译：a.非常的;极其	tarnal
翻译：n.晦暗;玷污;污点 vt.使失去光泽;玷污 vi.失去光泽;被玷污	tarnish
翻译：n.芋头	taro
翻译：n.防水布	tarp
翻译：n.涂油防水布;防水衣;防水帽	tarpaulin
翻译：n.大海鲢	tarpon
翻译：n.龙嵩	tarragon
翻译：a.涂了焦油的	tarred
翻译：vi.逗留;留住;等候;耽搁 n.逗留 a.涂了焦油的	tarry
翻译：a.踝眼骨;跗骨的;眼睑软骨的	tarsal
翻译：n.嵌木细工	tarsia
翻译：n.踝;踝骨;眼睑软骨	tarsus
翻译：a.酸的;辛辣的;尖酸的 vt.打扮 n.小烘饼;妓女	tart
翻译：n.格子呢;方格花纹;单桅帆船之一种 a.格子呢的	tartan
翻译：n.酒石;牙垢 n.鞑靼人;凶悍的人;难对付的人 a.鞑靼的	tartar
翻译：a.酒石的;似酒石的;含有酒石的	tartaric
翻译：n.鞑靼	Tartary
翻译：n.小形的果子馅饼	tartlet
翻译：ad.辛辣地;锋利地	tartly
翻译：n.酸;锋利	tartness
翻译：n.酒石酸盐	tartrate
翻译：n.工作;任务;作业;困难的工作;程序单元 vt.派给...工作;使辛劳 n.任务	task
翻译：n.任务处理;任务分配	tasking
翻译：n.工头	taskmaster
翻译：n.计件工作;重活	taskwork
翻译：a.塔斯酶尼亚的	Tasmanian
翻译：n.流苏;缨 vt.加缨于;摘下...穗须 vi.长出穗状雄花	tassel
翻译：n.流苏	tassels
翻译：a.可品味的;有风味的	tastable
翻译：n.味道;品味;味觉;感受;体验;爱好;审美;大方;得体;少量 vt.尝;体会;感到 vi.尝起来;感到;体验;有某种味道	taste
翻译：a.可品味的;有风味的	tasteable
翻译：a.懂得风趣的;风雅的;雅观的;有鉴赏力的	tasteful
翻译：a.没味道的;无鉴赏力的	tasteless
翻译：n.创造流行的人	tastemaker
翻译：n.审阅人;尝味道者;试酒味者	taster
翻译：ad.风趣地;爽口地;风雅地	tastily
翻译：a.好吃的;可口的	tasty
翻译：vt. vi.梭编;梭织 n.粗麻布;轻击	tat
翻译：n.榻榻米	tatami
翻译：n.破布条;破衣服 vt.扯碎 vi.变破烂	tatter
翻译：n.衣服褴褛的人	tatterdemalion
翻译：a.破烂的;褴褛的	tattered
翻译：n.梭编;梭织;以梭编法编的花边	tatting
翻译：n.无聊话;闲话;饶舌 vi.闲谈;谈论;泄露秘密 vt.泄露	tattle
翻译：n.说闲话的人;饶舌;搬弄是非的人	tattler
翻译：n.告密者;搬弄是非的人	tattletale
翻译：n.小马;归营号;得得的连敲声;文身 vt.得得地连敲;刺花纹于 vi.得得地连敲	tattoo
翻译：a.磨损的;简陋的;不值钱的	tatty
翻译：n.希腊字母第19字	tau
翻译：vbl.teach的过去式和过去分词	taught
翻译：n.辱骂;嘲弄 vt.嘲弄;奚落 a.很高的	taunt
翻译：ad.嘲骂地	tauntingly
翻译：n.暗灰褐色	taupe
翻译：a.象公牛的;金牛座的	taurine
翻译：n.金牛座;金牛宫	Taurus
翻译：a.拉紧的;整洁的;紧张的	taut
翻译：vt. vi.拉紧	tauten
翻译：n.遍罗	tautog
翻译：vi.重复使用同义字	tautologise
翻译：vi.重复使用同义字	tautologize
翻译：n.同义反复;重复	tautology
翻译：n.互变现象	tautomerism
翻译：n.酒馆;客栈	tavern
翻译：vt.用明矾和盐揉制 vi.发出石弹 n.弹石;弹石游戏;弹石基线	taw
翻译：ad.俗丽地	tawdrily
翻译：a.廉价而俗丽的;非常华丽的 n.廉价而俗丽之物	tawdry
翻译：a.黄褐色的;茶色的 n.黄褐色	tawny
翻译：n.税;税款;重负;压力;会费 vt.课以税;使负重荷;斥责	tax
翻译：n.可征税性	taxability
翻译：a.可征税的;应征税的;有税的	taxable
翻译：n.课税;征税;租税	taxation
翻译：n.文法特性素	taxeme
翻译：n.税捐	taxes
翻译：n.出租车 vi.乘出租车 vt.用出租车送	taxi
翻译：n.出租车	taxicab
翻译：a.剥制术的	taxidermal
翻译：n.动物标本剥制术	taxidermy
翻译：n.出租车驾驶员	taximan
翻译：n.车费指示器	taximeter
翻译：a.繁重的;费力的	taxing
翻译：n.出租飞机	taxiplane
翻译：n.分队;整复术;分类;排序	taxis
翻译：n.滑行道	taxiway
翻译：n.分类学	taxology
翻译：n.分类法;分类学	taxonomy
翻译：n.纳税人	taxpayer
翻译：n.泰勒	Taylor
翻译：n.远程通信存取方法	tcam
翻译：n.TCP/IP(一组完整的网络协议应用程序和传输协议) n.运输控制协议;	TCP
翻译：n.茶;茶叶;茶点	tea
翻译：vt.教;讲授;教导;教育 vi.教书;教学;被讲授	teach
翻译：n.可教性	teachability
翻译：a.可教的;听教训的;驯良的	teachable
翻译：n.教师;老师;导师	teacher
翻译：n.教学;教义;教导	teaching
翻译：n.教训	teachings
翻译：n.茶杯;满茶杯	teacup
翻译：n.爱尔兰人	Teague
翻译：n.茶室	teahouse
翻译：n.柚木	teak
翻译：n.茶壶;烧水壶	teakettle
翻译：n.水鸭	teal
翻译：n.队;组 a.队的;团体的 vt.把...联成一组 vi.驾驶卡车;协作	team
翻译：n.队友	teammate
翻译：n.赶一群牲畜者;卡车驾驶员	teamster
翻译：n.联合作业;协力	teamwork
翻译：n.茶壶;小茶壶	teapot
翻译：n.泪滴;眼泪;撕;扯;裂缝;激怒;飞奔 vi.流泪;撕破;赶快;飞奔;被撕破 vt.撕裂;戳破;拉掉;撕掉;使分裂;使激动;折磨	tear
翻译：a.行动鲁莽的 n.行动鲁莽的人;流氓	tearaway
翻译：n.拆卸	teardown
翻译：n.泪珠;泪状物	teardrop
翻译：a.含泪的;悲伤的;流泪的	tearful
翻译：a.撕裂的;痛苦的;猛烈的	tearing
翻译：n.赚人眼泪的电影	tearjerker
翻译：n.茶室	tearoom
翻译：n.眼泪	tears
翻译：n.揶揄者;戏弄 vt.欺负;嘲弄;取笑;强求;梳理;使起毛	tease
翻译：n.起绒草 vt.使起绒	teasel
翻译：n.惹人者;戏弄者;强求者	teaser
翻译：n.茶匙	teaspoon
翻译：n.奶头	teat
翻译：n.下午茶时间	teatime
翻译：a.神经不正常的	teched
翻译：n.锝	technetium
翻译：a.电子技术所支配的	technetronic
翻译：a.技术上的;专门的;工业的;工艺的;根据法律的	technical
翻译：n.专门性;学术性;专门的事项	technicality
翻译：ad.技术上;学术上;专门地	technically
翻译：n.技师	technician
翻译：n.彩色电影摄影法;鲜明的色彩;华丽的色彩	technicolor
翻译：n.工艺;学术语	technics
翻译：n.技术;方法;表演法	technique
翻译：n.技术专家政治	technocracy
翻译：n.技术专家政治主义者	technocrat
翻译：a.科技的	technological
翻译：ad.科技地	technologically
翻译：n.工艺学家;工艺人员	technologist
翻译：n.技术;工业技术;科学技术	technology
翻译：n.组织形态学	tectology
翻译：a.筑造的;建筑的;构造的	tectonic
翻译：n.筑造学;构造学;构造地质学	tectonics
翻译：vt.翻晒	ted
翻译：a.沉闷的;冗长乏味的	tedious
翻译：n.厌烦;沉闷	tedium
翻译：n.T字;T字形之物;发球处;球座;目标 vt.搁在球座;开始 a.T字形的	tee
翻译：int.嗤笑 n.嗤笑 vi.嗤嗤地笑	Teehee
翻译：vi.充满;富于;涌现;倾注 vt.倒出	teem
翻译：a.群集的;丰富的;思想丰富的	teeming
翻译：n.悲哀;不幸;愤怒	teen
翻译：n.青少年;十三岁到十九岁的年龄	teenager
翻译：n.青少年	teenagers
翻译：n.十多岁	teens
翻译：a.极小的;极微的	teeny
翻译：n. pl.牙齿	teeth
翻译：vi.长牙齿	teethe
翻译：n.出牙;出牙期	teething
翻译：a.绝对禁酒的;完全的;绝对的 n.绝对禁酒主义	teetotal
翻译：n.绝对禁酒者;禁酒主义者	teetotaler
翻译：n.绝对禁酒	teetotalism
翻译：n.绝对禁酒者;禁酒主义者	teetotaller
翻译：n.四方陀螺;手转陀螺	teetotum
翻译：n.铁袱龙	Teflon
翻译：n.皮;外被;天然壳	tegument
翻译：int.嗤笑 n.嗤笑 vi.嗤嗤地笑	tehee
翻译：n.德黑兰	Teheran
翻译：n.电传心电微音器	telecardiophone
翻译：vt. vi.电视广播 n.电视广播	telecast
翻译：n.电视广播	telecasting
翻译：n.电传视讯;远距离通信;电磁通信	telecommunication
翻译：n.电通信	telecommunications
翻译：n.电视影片	telefilm
翻译：n.先父遗传	telegony
翻译：n.电报;电报机 vi.打电报 vt.打电报给;电汇;流露;显示	telegraph
翻译：n.报务员;电信技士	telegrapher
翻译：a.电报机的;电信的;电报的	telegraphic
翻译：n.报务员;电信技士	telegraphist
翻译：n.电信术;电报法;电信	telegraphy
翻译：n.隔地促动	telekinesis
翻译：n.远距离操作	telemechanics
翻译：n.遥测	telemetering
翻译：a.遥感勘测的	telemetric
翻译：n.遥感勘测;自动测量记录传导	telemetry
翻译：n.目的论;有目的;目的论者	teleology
翻译：a.心灵感应术的	telepathic
翻译：n.研究心灵感应术者;心灵感应术专家	telepathist
翻译：n.心灵感应术;感应;心心相应	telepathy
翻译：n.电话 vt. vi.打电话	telephone
翻译：a.电的;用电话的	telephonic
翻译：ing.打电话	telephoning
翻译：n.接线生	telephonist
翻译：n.电话机制造法;通话法	telephony
翻译：n.远距离照相;电传照相 vt. vi.用远距离照相机拍摄	telephotograph
翻译：a.远距离照相术的	telephotographic
翻译：n.远距离照相术;传真电报术	telephotography
翻译：n.电视剧	teleplay
翻译：n.电子传输	teleportation
翻译：n.电传打印机	teleprinter
翻译：n.雷达航空术	teleran
翻译：n.望远镜 vi.嵌进;挤撞;缩短 vt.使套入;使缩短	telescope
翻译：a.望远镜的;远视的;套迭的;伸缩的	telescopic
翻译：n.达成目标;进步	Telesis
翻译：n.长期连续电视节目	telethon
翻译：n.电传打字机;电报交换机;打字电报通讯 vt. vi.用电传打字机拍发	teletype
翻译：n.电报排字机;电报排铸机	teletypesetter
翻译：n.用电传打字机拍发	teletypist
翻译：vt.用电视机收看 vi.收看电视	teleview
翻译：n.电视收视者	televiewer
翻译：vt. vi.广播;播映	televise
翻译：n.电视	television
翻译：n.电视播放机;电视播放者	televisor
翻译：n.电报;电传打字机	telex
翻译：vt.告诉;说;吩咐;断定;知道 vi.讲述;泄密;告发;表明;作证	tell
翻译：a.可述说的;值得说的	tellable
翻译：n.讲话者;告诉者;出纳员	teller
翻译：a.有效的;显著的;生动的	telling
翻译：n.搬弄是非者;证据 a.搬弄是非的;警告的	telltale
翻译：a.地球的;地上的	telluric
翻译：n.两性金属元素;符号Te;原子序52	tellurium
翻译：n.电视	telly
翻译：n.地震	temblor
翻译：n.卤莽;蛮勇	temerity
翻译：n.临时;临时文件	temp
翻译：n.脾气;心情;调剂;趋向;回火 vt.锻炼;调剂;使缓和;使回火;调和;搀和 vi.回火	temper
翻译：a.可回火的	temperable
翻译：n.气质;性质;性情	temperament
翻译：a.气质的;生来的;个性倔强的	temperamental
翻译：a.温暖的;温和的;有节制的	temperance
翻译：a.温和的;适度的;有节制的	temperate
